,community_area,fbi_code,date,description,latitude,longitude,primary_type,year
3995,43,26,2010-10-25T08:55:00.000,HARASSMENT BY TELEPHONE,41.766161865,-87.562692028,OTHER OFFENSE,2010
3996,28,02,2010-10-25T06:50:00.000,AGGRAVATED: HANDGUN,41.879877546,-87.684620755,CRIM SEXUAL ASSAULT,2010
3997,25,03,2010-10-24T08:30:00.000,STRONGARM - NO WEAPON,41.876795906,-87.745297106,ROBBERY,2010
3998,43,08B,2010-10-19T12:00:00.000,PRO EMP HANDS NO/MIN INJURY,41.756321504,-87.579756798,BATTERY,2010
3999,77,04B,2010-10-22T19:30:00.000,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,41.980639456,-87.65510293,BATTERY,2010
4000,31,08B,2010-10-25T05:51:00.000,DOMESTIC BATTERY SIMPLE,41.858218136,-87.643807077,BATTERY,2010
4001,53,08B,2010-10-24T12:52:20.000,SIMPLE,41.684809877,-87.642147208,BATTERY,2010
4002,42,06,2010-10-25T06:25:00.000,PURSE-SNATCHING,41.780400179,-87.606631892,THEFT,2010
4003,64,05,2010-10-24T18:00:00.000,FORCIBLE ENTRY,41.775164954,-87.770052392,BURGLARY,2010
4004,44,07,2010-10-22T20:30:00.000,"TRUCK, BUS, MOTOR HOME",41.747040408,-87.601427208,MOTOR VEHICLE THEFT,2010
4005,31,26,2010-10-25T07:55:00.000,OTHER WEAPONS VIOLATION,41.852366035,-87.664461452,OTHER OFFENSE,2010
4006,26,18,2010-10-11T18:05:00.000,POSS: HEROIN(WHITE),41.879749988,-87.726549781,NARCOTICS,2010
4007,29,06,2010-10-20T15:45:00.000,OVER $500,41.851366951,-87.737712004,THEFT,2010
4008,66,08B,2010-09-14T11:00:00.000,SIMPLE,41.774495045,-87.696934918,BATTERY,2010
4009,24,05,2010-10-24T18:00:00.000,UNLAWFUL ENTRY,41.907164242,-87.676060515,BURGLARY,2010
4010,3,14,2010-10-24T12:00:00.000,TO PROPERTY,41.963625926,-87.653334654,CRIMINAL DAMAGE,2010
4011,69,07,2010-10-23T06:00:00.000,AUTOMOBILE,41.769070498,-87.626668445,MOTOR VEHICLE THEFT,2010
4012,68,06,2010-10-11T19:00:00.000,FROM BUILDING,41.781294083,-87.644829807,THEFT,2010
4013,29,08B,2010-10-25T09:50:00.000,DOMESTIC BATTERY SIMPLE,41.857992395,-87.727372203,BATTERY,2010
4014,29,06,2010-10-24T17:00:00.000,OVER $500,41.847596951,-87.734663977,THEFT,2010
4015,43,07,2010-10-13T03:00:00.000,AUTOMOBILE,41.772563336,-87.569947287,MOTOR VEHICLE THEFT,2010
4016,43,26,2010-10-25T07:20:00.000,OTHER VEHICLE OFFENSE,41.756457493,-87.552853934,OTHER OFFENSE,2010
4017,22,14,2010-10-24T23:00:00.000,TO PROPERTY,41.917233894,-87.720925992,CRIMINAL DAMAGE,2010
4018,30,08B,2010-10-25T10:30:00.000,DOMESTIC BATTERY SIMPLE,41.852798046,-87.696530037,BATTERY,2010
4019,25,06,2010-10-18T18:00:00.000,FROM BUILDING,41.88069575,-87.755076958,THEFT,2010
4020,14,08B,2010-10-20T06:30:00.000,SIMPLE,41.968434832,-87.710088296,BATTERY,2010
4021,16,26,2010-10-23T01:23:00.000,TELEPHONE THREAT,41.954660312,-87.706818197,OTHER OFFENSE,2010
4022,14,17,2010-10-25T00:10:00.000,OBSCENE TELEPHONE CALLS,41.97012549,-87.722383285,OTHER OFFENSE,2010
4023,1,14,2010-10-25T00:00:00.000,TO VEHICLE,42.002579396,-87.673964631,CRIMINAL DAMAGE,2010
4024,3,06,2010-10-25T01:00:00.000,OVER $500,41.960979207,-87.648498483,THEFT,2010
4025,53,06,2010-10-21T21:00:00.000,OVER $500,41.681099281,-87.622755656,THEFT,2010
4026,29,18,2010-10-25T11:00:00.000,POSS: CANNABIS 30GMS OR LESS,41.865678468,-87.719509196,NARCOTICS,2010
4027,75,05,2010-10-25T09:05:00.000,FORCIBLE ENTRY,41.68714245,-87.653167762,BURGLARY,2010
4028,17,11,2010-10-23T14:35:00.000,FRAUD OR CONFIDENCE GAME,41.951330401,-87.80478065,DECEPTIVE PRACTICE,2010
4029,29,04A,2010-10-25T02:00:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,41.86800901,-87.723756743,ASSAULT,2010
4030,35,08A,2010-10-25T09:25:00.000,SIMPLE,41.825642379,-87.617564012,ASSAULT,2010
4031,35,08A,2010-10-24T16:00:00.000,SIMPLE,41.828762287,-87.614436164,ASSAULT,2010
4032,40,06,2010-10-24T14:00:00.000,RETAIL THEFT,41.79371832,-87.622440909,THEFT,2010
4033,69,11,2010-10-25T10:47:00.000,THEFT OF LABOR/SERVICES,41.769185486,-87.625732415,DECEPTIVE PRACTICE,2010
4034,1,06,2010-10-25T11:08:00.000,RETAIL THEFT,42.016607113,-87.675302757,THEFT,2010
4035,39,06,2010-10-20T11:00:00.000,FINANCIAL ID THEFT:$300 &UNDER,41.812373977,-87.599322996,THEFT,2010
4036,69,08A,2010-10-21T11:50:00.000,PRO EMP HANDS NO/MIN INJURY,41.754168689,-87.601635756,ASSAULT,2010
4037,45,08A,2010-10-10T15:00:00.000,SIMPLE,41.737094305,-87.572998178,ASSAULT,2010
4038,77,10,2010-10-06T12:00:00.000,COUNTERFEIT CHECK,41.996957784,-87.660462602,DECEPTIVE PRACTICE,2010
4039,6,14,2010-10-21T09:00:00.000,TO VEHICLE,41.941546088,-87.667393291,CRIMINAL DAMAGE,2010
4040,7,06,2010-09-01T00:01:00.000,OVER $500,41.914234396,-87.633508663,THEFT,2010
4041,8,06,2010-10-15T08:40:00.000,OVER $500,41.905601029,-87.632155579,THEFT,2010
4042,71,08B,2010-10-20T15:00:00.000,SIMPLE,41.735380901,-87.638732821,BATTERY,2010
4043,74,06,2010-10-23T01:00:00.000,OVER $500,41.698709212,-87.711688872,THEFT,2010
4044,23,26,2010-10-25T10:00:00.000,TO LAND,41.89765683,-87.726152565,CRIMINAL TRESPASS,2010
4045,3,08B,2010-10-25T10:00:00.000,DOMESTIC BATTERY SIMPLE,41.969009288,-87.660657527,BATTERY,2010
4046,68,05,2010-10-23T18:00:00.000,FORCIBLE ENTRY,41.776865663,-87.649569902,BURGLARY,2010
4047,68,06,2010-10-24T02:00:00.000,FROM BUILDING,41.779655416,-87.651215789,THEFT,2010
4048,56,11,2010-09-01T11:32:00.000,"THEFT BY LESSEE,MOTOR VEH",41.793065099,-87.738831483,DECEPTIVE PRACTICE,2010
4049,46,08B,2010-10-13T15:00:00.000,DOMESTIC BATTERY SIMPLE,41.751151039,-87.575969317,BATTERY,2010
4050,52,14,2010-10-24T17:00:00.000,TO CITY OF CHICAGO PROPERTY,41.717334211,-87.531658377,CRIMINAL DAMAGE,2010
4051,32,06,2010-10-21T15:00:00.000,FROM BUILDING,41.881537188,-87.630869076,THEFT,2010
4052,68,14,2010-10-24T02:00:00.000,TO PROPERTY,41.78170868,-87.638937023,CRIMINAL DAMAGE,2010
4053,29,24,2010-08-31T09:22:00.000,FALSE POLICE REPORT,41.867101385,-87.723376202,PUBLIC PEACE VIOLATION,2010
4054,48,03,2010-10-25T10:55:00.000,STRONGARM - NO WEAPON,41.730984388,-87.56705098,ROBBERY,2010
4055,25,05,2010-10-25T01:00:00.000,UNLAWFUL ENTRY,41.904729322,-87.74847191,BURGLARY,2010
4056,50,26,2010-10-19T10:45:56.000,TELEPHONE THREAT,41.705677782,-87.600944364,OTHER OFFENSE,2010
4057,43,08B,2010-10-24T12:19:00.000,DOMESTIC BATTERY SIMPLE,41.756457493,-87.552853934,BATTERY,2010
4058,25,18,2010-10-20T09:40:00.000,MANU/DELIVER:CRACK,41.879063556,-87.761782127,NARCOTICS,2010
4059,71,14,2010-10-24T11:40:00.000,TO VEHICLE,41.753886362,-87.672327246,CRIMINAL DAMAGE,2010
4060,70,26,2010-10-25T00:00:00.000,HARASSMENT BY TELEPHONE,41.750230333,-87.735327651,OTHER OFFENSE,2010
4061,61,06,2010-10-24T13:30:00.000,OVER $500,41.803828664,-87.672136932,THEFT,2010
4062,43,24,2010-10-25T10:49:00.000,FALSE FIRE ALARM,41.758122033,-87.579798041,PUBLIC PEACE VIOLATION,2010
4063,63,26,2010-10-25T12:15:00.000,TO LAND,41.789468425,-87.701003796,CRIMINAL TRESPASS,2010
4064,25,18,2010-10-25T11:33:00.000,POSS: HEROIN(WHITE),41.885619487,-87.756824698,NARCOTICS,2010
4065,68,08B,2010-10-21T13:00:00.000,DOMESTIC BATTERY SIMPLE,41.769848355,-87.648163447,BATTERY,2010
4066,67,06,2010-10-25T10:30:00.000,OVER $500,41.786735319,-87.665162422,THEFT,2010
4067,24,15,2010-10-25T11:30:00.000,UNLAWFUL USE OTHER DANG WEAPON,41.905319093,-87.677321096,WEAPONS VIOLATION,2010
4068,71,26,2010-10-25T11:00:00.000,TELEPHONE THREAT,41.746130586,-87.641955271,OTHER OFFENSE,2010
4069,61,08B,2010-10-25T11:25:00.000,DOMESTIC BATTERY SIMPLE,41.797219427,-87.651311955,BATTERY,2010
4070,1,14,2010-10-21T23:00:00.000,TO VEHICLE,42.004638534,-87.659487619,CRIMINAL DAMAGE,2010
4071,77,26,2010-10-23T16:15:00.000,TELEPHONE THREAT,41.993146984,-87.655481479,OTHER OFFENSE,2010
4072,22,06,2010-10-24T02:30:00.000,$500 AND UNDER,41.921872317,-87.697324496,THEFT,2010
4073,23,26,2010-10-25T09:56:00.000,SEX OFFENDER: FAIL REG NEW ADD,41.902041291,-87.731205967,OTHER OFFENSE,2010
4074,24,08B,2010-10-25T11:40:00.000,SIMPLE,41.91342252,-87.663016067,BATTERY,2010
4075,29,14,2010-10-25T01:00:00.000,TO PROPERTY,41.865442497,-87.732489344,CRIMINAL DAMAGE,2010
4076,25,08B,2010-10-25T12:30:00.000,SIMPLE,41.885795193,-87.745471659,BATTERY,2010
4077,23,26,2010-10-25T10:12:00.000,SEX OFFENDER: FAIL REG NEW ADD,41.897674286,-87.727379215,OTHER OFFENSE,2010
4078,49,20,2010-10-16T18:00:00.000,AGG CRIM SEX ABUSE FAM MEMBER,41.688248313,-87.636204959,OFFENSE INVOLVING CHILDREN,2010
4079,25,14,2010-10-25T00:00:00.000,TO PROPERTY,41.882209791,-87.76703474,CRIMINAL DAMAGE,2010
4080,42,26,2010-10-25T13:00:00.000,HARASSMENT BY TELEPHONE,41.77789571,-87.601611744,OTHER OFFENSE,2010
4081,1,18,2010-10-25T11:55:00.000,POSSESSION OF DRUG EQUIPMENT,42.016035274,-87.668927703,NARCOTICS,2010
4082,32,26,2010-10-25T12:10:00.000,TO LAND,41.884483968,-87.628989611,CRIMINAL TRESPASS,2010
4083,8,06,2010-10-23T14:00:00.000,OVER $500,41.898000275,-87.629142299,THEFT,2010
4084,23,18,2010-10-25T11:50:00.000,POSS: CRACK,41.892758688,-87.717453973,NARCOTICS,2010
4085,25,05,2010-10-22T14:00:00.000,FORCIBLE ENTRY,41.910521305,-87.747717337,BURGLARY,2010
4086,23,05,2010-10-22T17:00:00.000,FORCIBLE ENTRY,41.909762448,-87.735718308,BURGLARY,2010
4087,19,08B,2010-10-25T11:45:00.000,DOMESTIC BATTERY SIMPLE,41.936611255,-87.777079882,BATTERY,2010
4088,15,26,2010-10-23T00:01:27.000,TO RESIDENCE,41.955700842,-87.774417613,CRIMINAL TRESPASS,2010
4089,16,02,2010-03-01T18:00:00.000,AGG SEX ASSLT OF CHILD FAM MBR,41.956228399,-87.716659432,OFFENSE INVOLVING CHILDREN,2010
4090,70,06,2010-09-29T19:00:00.000,POCKET-PICKING,41.749565839,-87.722218051,THEFT,2010
4091,62,08B,2010-10-25T08:10:00.000,DOMESTIC BATTERY SIMPLE,41.799737621,-87.723347962,BATTERY,2010
4092,66,14,2010-10-25T10:08:00.000,TO VEHICLE,41.779202006,-87.687678561,CRIMINAL DAMAGE,2010
4093,24,06,2010-10-25T07:00:00.000,FROM BUILDING,41.896176088,-87.660853065,THEFT,2010
4094,46,24,2010-10-25T12:00:00.000,RECKLESS CONDUCT,41.73365047,-87.557845321,PUBLIC PEACE VIOLATION,2010
4095,59,06,2010-10-25T09:30:00.000,OVER $500,41.825725898,-87.685252094,THEFT,2010
4096,10,18,2010-10-19T19:59:00.000,POSS: CANNABIS 30GMS OR LESS,42.000426773,-87.802943399,NARCOTICS,2010
4097,53,06,2010-10-24T18:00:00.000,FROM BUILDING,41.659145988,-87.643717168,THEFT,2010
4098,43,04B,2010-10-25T09:45:00.000,AGGRAVATED: OTHER DANG WEAPON,41.752903563,-87.56382915,BATTERY,2010
4099,32,06,2010-10-22T12:00:00.000,$500 AND UNDER,41.874439796,-87.627609167,THEFT,2010
4100,52,05,2010-10-25T00:00:00.000,FORCIBLE ENTRY,41.691066462,-87.538897161,BURGLARY,2010
4101,15,08B,2010-10-24T18:50:00.000,SIMPLE,41.960474487,-87.767989454,BATTERY,2010
4102,16,08B,2010-10-25T12:00:00.000,SIMPLE,41.946542477,-87.736084376,BATTERY,2010
4103,23,18,2010-10-25T13:15:00.000,POSS: HEROIN(WHITE),41.902708415,-87.721909695,NARCOTICS,2010
4104,27,16,2010-10-14T06:20:00.000,SOLICIT ON PUBLIC WAY,41.8795963,-87.701610567,PROSTITUTION,2010
4105,42,15,2010-10-25T10:25:00.000,UNLAWFUL USE OTHER DANG WEAPON,41.78210152,-87.586502002,WEAPONS VIOLATION,2010
4106,35,08A,2010-10-22T11:30:00.000,SIMPLE,41.841825184,-87.623292218,ASSAULT,2010
4107,38,14,2010-10-25T12:45:00.000,TO PROPERTY,41.82120971,-87.628549833,CRIMINAL DAMAGE,2010
4108,23,26,2010-10-25T11:57:00.000,SOLICIT NARCOTICS ON PUBLICWAY,41.894327066,-87.712620049,NARCOTICS,2010
4109,10,14,2010-10-23T02:05:00.000,TO PROPERTY,41.989246098,-87.791022677,CRIMINAL DAMAGE,2010
4110,40,24,2010-10-25T12:05:00.000,RECKLESS CONDUCT,41.801634875,-87.616147829,PUBLIC PEACE VIOLATION,2010
4111,20,18,2010-10-25T12:47:00.000,POSS: CANNABIS 30GMS OR LESS,41.928001461,-87.735882518,NARCOTICS,2010
4112,17,06,2010-10-24T22:00:00.000,$500 AND UNDER,41.955073255,-87.787713283,THEFT,2010
4113,23,06,2010-10-25T08:45:00.000,$500 AND UNDER,41.891851825,-87.725976161,THEFT,2010
4114,71,06,2010-10-21T18:15:00.000,OVER $500,41.742487363,-87.672953498,THEFT,2010
4115,67,18,2010-09-21T12:45:00.000,MANU/DELIVER:CRACK,41.777100774,-87.671439999,NARCOTICS,2010
4116,61,08A,2010-10-25T13:00:00.000,SIMPLE,41.808632154,-87.662840497,ASSAULT,2010
4117,35,08B,2010-10-25T12:25:00.000,PRO EMP HANDS NO/MIN INJURY,41.837963548,-87.617470765,BATTERY,2010
4118,35,06,2010-10-20T10:00:00.000,FROM BUILDING,41.839816207,-87.617516172,THEFT,2010
4119,35,24,2010-10-25T10:15:00.000,RECKLESS CONDUCT,41.839816207,-87.617516172,PUBLIC PEACE VIOLATION,2010
4120,3,08B,2010-10-24T17:40:00.000,DOMESTIC BATTERY SIMPLE,41.969141315,-87.650944654,BATTERY,2010
4121,71,07,2010-10-25T12:32:00.000,AUTOMOBILE,41.735908934,-87.654998345,MOTOR VEHICLE THEFT,2010
4122,25,03,2010-10-25T12:50:00.000,ATTEMPT: AGGRAVATED,41.888092864,-87.755348129,ROBBERY,2010
4123,25,14,2010-10-22T18:00:00.000,TO PROPERTY,41.900484148,-87.749043273,CRIMINAL DAMAGE,2010
4124,6,05,2010-10-24T16:30:00.000,UNLAWFUL ENTRY,41.938997444,-87.650696433,BURGLARY,2010
4125,25,03,2010-10-25T12:45:00.000,AGGRAVATED,41.888092864,-87.755348129,ROBBERY,2010
4126,4,06,2010-09-25T12:00:00.000,FINANCIAL ID THEFT:$300 &UNDER,41.970585443,-87.678387516,THEFT,2010
4127,43,08B,2010-10-19T18:15:00.000,SIMPLE,41.751767411,-87.563417608,BATTERY,2010
4128,1,18,2010-10-25T14:05:00.000,POSS: CANNABIS 30GMS OR LESS,42.019381225,-87.672392642,NARCOTICS,2010
4129,25,18,2010-10-25T13:10:00.000,POSS: CANNABIS 30GMS OR LESS,41.882334457,-87.757886124,NARCOTICS,2010
4130,11,14,2010-10-24T03:00:00.000,CRIMINAL DEFACEMENT,41.981384419,-87.785340813,CRIMINAL DAMAGE,2010
4131,29,18,2010-10-25T13:45:00.000,POSS: CRACK,41.867756268,-87.698382514,NARCOTICS,2010
4132,15,18,2010-10-25T14:35:00.000,POSSESSION OF DRUG EQUIPMENT,41.963788079,-87.75721626,NARCOTICS,2010
4133,27,08B,2010-10-25T14:25:00.000,DOMESTIC BATTERY SIMPLE,41.886404673,-87.707103594,BATTERY,2010
4134,46,08B,2010-10-25T12:40:00.000,DOMESTIC BATTERY SIMPLE,41.743865805,-87.560034587,BATTERY,2010
4135,76,06,2010-10-25T12:08:00.000,FROM BUILDING,41.986930009,-87.840319644,THEFT,2010
4136,48,05,2010-10-22T15:30:00.000,FORCIBLE ENTRY,41.728918564,-87.586740978,BURGLARY,2010
4137,49,08A,2010-10-25T13:45:00.000,SIMPLE,41.733515103,-87.630663418,ASSAULT,2010
4138,44,04A,2010-10-25T10:00:00.000,AGGRAVATED: OTHER DANG WEAPON,41.745265471,-87.606280698,ASSAULT,2010
4139,69,04B,2010-10-25T10:26:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,41.754658269,-87.621024981,BATTERY,2010
4140,10,08B,2010-10-22T21:00:00.000,SIMPLE,41.98287878,-87.791440835,BATTERY,2010
4141,3,08B,2010-10-25T09:10:00.000,SIMPLE,41.964130396,-87.6677722,BATTERY,2010
4142,71,05,2010-10-25T09:30:00.000,FORCIBLE ENTRY,41.74862025,-87.657737581,BURGLARY,2010
4143,32,06,2010-10-25T14:15:00.000,RETAIL THEFT,41.882539542,-87.627850543,THEFT,2010
4144,49,04B,2010-10-23T04:50:00.000,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,41.694335171,-87.628991986,BATTERY,2010
4145,21,07,2010-09-13T18:00:00.000,AUTOMOBILE,41.935671615,-87.724399185,MOTOR VEHICLE THEFT,2010
4146,66,07,2010-08-19T20:00:00.000,AUTOMOBILE,41.778877155,-87.708840106,MOTOR VEHICLE THEFT,2010
4147,19,04A,2010-10-25T13:05:00.000,AGGRAVATED: OTHER FIREARM,41.918822438,-87.779200156,ASSAULT,2010
4148,19,14,2010-10-24T01:00:00.000,TO PROPERTY,41.931757062,-87.785714351,CRIMINAL DAMAGE,2010
4149,19,18,2010-10-25T12:40:00.000,POSS: CANNABIS 30GMS OR LESS,41.922967715,-87.756106455,NARCOTICS,2010
4150,70,08B,2010-10-23T13:45:00.000,SIMPLE,41.748713754,-87.736580361,BATTERY,2010
4151,53,06,2010-10-25T14:26:00.000,FROM BUILDING,41.677196508,-87.640683932,THEFT,2010
4152,22,07,2010-10-24T21:00:00.000,AUTOMOBILE,41.918775112,-87.696025152,MOTOR VEHICLE THEFT,2010
4153,49,05,2010-10-07T10:00:00.000,FORCIBLE ENTRY,41.70189797,-87.609468281,BURGLARY,2010
4154,3,05,2010-10-21T10:00:00.000,FORCIBLE ENTRY,41.973336895,-87.653205626,BURGLARY,2010
4155,43,26,2010-10-25T14:51:00.000,TO LAND,41.765396989,-87.579353697,CRIMINAL TRESPASS,2010
4156,45,06,2010-10-25T13:00:00.000,RETAIL THEFT,41.751427982,-87.591497227,THEFT,2010
4157,43,06,2010-10-25T10:30:00.000,$500 AND UNDER,41.765274848,-87.565880653,THEFT,2010
4158,8,11,2010-10-18T03:20:00.000,ILLEGAL USE CASH CARD,41.891579621,-87.634674198,DECEPTIVE PRACTICE,2010
4159,29,11,2010-10-24T02:21:00.000,ILLEGAL USE CASH CARD,41.851407157,-87.733835632,DECEPTIVE PRACTICE,2010
4160,63,06,2010-10-25T13:00:00.000,RETAIL THEFT,41.80169033,-87.703792065,THEFT,2010
4161,28,08A,2010-10-25T12:15:00.000,SIMPLE,41.873598207,-87.671546845,ASSAULT,2010
4162,2,06,2010-10-25T11:10:00.000,OVER $500,41.997703549,-87.691496842,THEFT,2010
4163,72,08B,2010-10-14T15:35:00.000,SIMPLE,41.699435243,-87.659380467,BATTERY,2010
4164,24,08A,2010-10-24T12:35:00.000,SIMPLE,41.898762665,-87.686920057,ASSAULT,2010
4165,11,14,2010-10-25T10:30:00.000,TO VEHICLE,41.968501991,-87.759828705,CRIMINAL DAMAGE,2010
4166,2,08B,2010-10-25T15:00:00.000,SIMPLE,42.000342696,-87.697275781,BATTERY,2010
4167,67,18,2010-10-25T16:00:00.000,POSS: HEROIN(WHITE),41.791344209,-87.662078267,NARCOTICS,2010
4168,25,08A,2010-10-25T14:40:00.000,SIMPLE,41.909577258,-87.749867783,ASSAULT,2010
4169,2,14,2010-10-25T15:15:00.000,TO PROPERTY,41.99653212,-87.69106716,CRIMINAL DAMAGE,2010
4170,19,14,2010-10-25T14:45:00.000,TO PROPERTY,41.9301323,-87.785676799,CRIMINAL DAMAGE,2010
4171,19,04A,2010-10-24T16:00:00.000,AGGRAVATED: OTHER DANG WEAPON,41.930159904,-87.777146959,ASSAULT,2010
4172,66,18,2010-10-25T15:30:00.000,POSS: CANNABIS 30GMS OR LESS,41.78189925,-87.6837137,NARCOTICS,2010
4173,24,18,2010-10-25T16:00:00.000,POSS: CANNABIS 30GMS OR LESS,41.912335799,-87.699748457,NARCOTICS,2010
4174,1,26,2010-10-25T16:00:00.000,FOUND SUSPECT NARCOTICS,41.999533347,-87.671104423,NARCOTICS,2010
4175,5,14,2010-10-24T21:00:00.000,TO VEHICLE,41.954929644,-87.689529193,CRIMINAL DAMAGE,2010
4176,14,08B,2010-10-25T14:57:00.000,SIMPLE,41.960933098,-87.729258354,BATTERY,2010
4177,25,08A,2010-10-25T14:40:00.000,SIMPLE,41.891923912,-87.770838412,ASSAULT,2010
4178,25,08B,2010-10-25T16:00:00.000,SIMPLE,41.909730421,-87.755737112,BATTERY,2010
4179,21,26,2010-10-24T19:34:00.000,TELEPHONE THREAT,41.943688249,-87.726098293,OTHER OFFENSE,2010
4180,25,03,2010-10-24T15:30:00.000,ARMED: HANDGUN,41.904920822,-87.766966333,ROBBERY,2010
4181,66,24,2010-10-25T15:45:00.000,RECKLESS CONDUCT,41.778877155,-87.708840106,PUBLIC PEACE VIOLATION,2010
4182,19,06,2010-10-24T17:00:00.000,FROM BUILDING,41.937047645,-87.743549428,THEFT,2010
4183,72,18,2010-10-25T16:45:00.000,POSS: CANNABIS 30GMS OR LESS,41.703113889,-87.65865726,NARCOTICS,2010
4184,25,08B,2010-10-25T09:20:00.000,DOMESTIC BATTERY SIMPLE,41.891912896,-87.754266951,BATTERY,2010
4185,25,08B,2010-10-25T15:10:00.000,SIMPLE,41.873928213,-87.756125663,BATTERY,2010
4186,23,26,2010-10-25T16:40:00.000,TO LAND,41.91256717,-87.715007775,CRIMINAL TRESPASS,2010
4187,67,14,2010-10-25T14:15:00.000,TO VEHICLE,41.764261352,-87.675941227,CRIMINAL DAMAGE,2010
4188,71,08B,2010-10-25T16:04:00.000,AGG PO HANDS NO/MIN INJURY,41.74970388,-87.648865101,BATTERY,2010
4189,8,17,2010-10-24T01:00:00.000,CRIMINAL SEXUAL ABUSE,41.897946426,-87.634252186,SEX OFFENSE,2010
4190,68,08B,2010-10-23T14:50:00.000,SIMPLE,41.768028862,-87.644487793,BATTERY,2010
4191,23,08B,2010-10-25T16:00:00.000,DOMESTIC BATTERY SIMPLE,41.901586025,-87.721395117,BATTERY,2010
4192,28,06,2010-10-25T13:30:00.000,$500 AND UNDER,41.879056794,-87.64727716,THEFT,2010
4193,66,05,2010-05-01T00:00:00.000,FORCIBLE ENTRY,41.779125478,-87.692636201,BURGLARY,2010
4194,25,18,2010-10-25T15:44:00.000,MANU/DEL:CANNABIS 10GM OR LESS,41.894844328,-87.765927774,NARCOTICS,2010
4195,43,06,2010-10-25T08:00:00.000,OVER $500,41.754691074,-87.557038686,THEFT,2010
4196,15,06,2010-10-25T14:00:00.000,OVER $500,41.939415889,-87.772012722,THEFT,2010
4197,1,24,2010-10-25T16:46:00.000,RESIST/OBSTRUCT/DISARM OFFICER,42.019371503,-87.671181992,INTERFERENCE WITH PUBLIC OFFICER,2010
4198,42,08A,2010-10-25T16:00:00.000,SIMPLE,41.774280307,-87.607049253,ASSAULT,2010
4199,44,08B,2010-10-25T13:10:00.000,DOMESTIC BATTERY SIMPLE,41.729962817,-87.607087068,BATTERY,2010
4200,22,06,2010-10-19T15:00:00.000,$500 AND UNDER,41.921449028,-87.707187285,THEFT,2010
4201,77,14,2010-10-25T13:00:00.000,TO VEHICLE,41.980780733,-87.659989319,CRIMINAL DAMAGE,2010
4202,70,06,2010-10-25T11:11:00.000,$500 AND UNDER,41.739459959,-87.719910244,THEFT,2010
4203,14,18,2010-10-25T17:15:00.000,POSS: CANNABIS 30GMS OR LESS,41.966550159,-87.71629515,NARCOTICS,2010
4204,66,06,2010-10-25T16:05:00.000,RETAIL THEFT,41.778844906,-87.710988877,THEFT,2010
4205,29,26,2010-10-25T17:25:00.000,TO LAND,41.86625461,-87.718967674,CRIMINAL TRESPASS,2010
4206,29,14,2010-10-24T15:30:00.000,TO PROPERTY,41.861438917,-87.733595095,CRIMINAL DAMAGE,2010
4207,20,07,2010-10-25T03:00:00.000,AUTOMOBILE,41.918892038,-87.735100357,MOTOR VEHICLE THEFT,2010
4208,22,07,2010-10-25T07:00:00.000,AUTOMOBILE,41.917774313,-87.71678729,MOTOR VEHICLE THEFT,2010
4209,30,06,2010-10-23T06:00:00.000,$500 AND UNDER,41.845038896,-87.733535417,THEFT,2010
4210,58,08B,2010-10-24T17:00:00.000,DOMESTIC BATTERY SIMPLE,41.822910387,-87.6881972,BATTERY,2010
4211,63,04B,2010-10-19T17:00:00.000,AGGRAVATED OF A SENIOR CITIZEN,41.79014593,-87.688111462,BATTERY,2010
4212,62,05,2010-10-25T13:00:00.000,UNLAWFUL ENTRY,41.800580831,-87.721418168,BURGLARY,2010
4213,77,08A,2010-10-25T16:15:00.000,SIMPLE,41.979355509,-87.668294069,ASSAULT,2010
4214,20,18,2010-10-25T17:40:00.000,POSS: CANNABIS 30GMS OR LESS,41.914316036,-87.726472319,NARCOTICS,2010
4215,42,08A,2010-10-25T15:45:00.000,SIMPLE,41.774296795,-87.607052733,ASSAULT,2010
4216,43,02,2010-10-06T17:00:00.000,NON-AGGRAVATED,41.772805807,-87.583849381,CRIM SEXUAL ASSAULT,2010
4217,69,05,2010-10-14T07:00:00.000,FORCIBLE ENTRY,41.757900326,-87.604129624,BURGLARY,2010
4218,69,14,2010-10-25T17:30:00.000,TO PROPERTY,41.767554557,-87.613671987,CRIMINAL DAMAGE,2010
4219,49,03,2010-10-25T09:45:00.000,STRONGARM - NO WEAPON,41.712359904,-87.62009309,ROBBERY,2010
4220,71,26,2010-10-25T16:20:00.000,TO LAND,41.744580809,-87.653580577,CRIMINAL TRESPASS,2010
4221,30,08B,2010-10-25T16:40:00.000,DOMESTIC BATTERY SIMPLE,41.843787854,-87.709893838,BATTERY,2010
4222,17,05,2010-10-22T16:00:00.000,FORCIBLE ENTRY,41.939887649,-87.801949435,BURGLARY,2010
4223,60,26,2010-10-25T17:25:00.000,TO STATE SUP LAND,41.837687411,-87.648698993,CRIMINAL TRESPASS,2010
4224,6,14,2010-10-25T15:02:00.000,TO VEHICLE,41.935549113,-87.642629241,CRIMINAL DAMAGE,2010
4225,28,18,2010-10-25T17:40:00.000,POSS: HEROIN(WHITE),41.881490451,-87.686440527,NARCOTICS,2010
